epoch 0:	pdl:1.77e+00 	 Rec:1.77e+00 	 Color:3.14e-01 	Time: 0.02
epoch 50:	pdl:1.54e+00 	 Rec:2.05e-01 	 Color:2.22e-01 	Time: 1.80
epoch 100:	pdl:1.57e+00 	 Rec:2.04e-01 	 Color:2.11e-01 	Time: 1.66
epoch 150:	pdl:1.38e+00 	 Rec:1.92e-01 	 Color:2.22e-01 	Time: 1.65
epoch 200:	pdl:1.34e+00 	 Rec:1.73e-01 	 Color:2.35e-01 	Time: 1.65
epoch 250:	pdl:1.35e+00 	 Rec:1.61e-01 	 Color:2.30e-01 	Time: 1.73
epoch 300:	pdl:1.33e+00 	 Rec:1.53e-01 	 Color:2.12e-01 	Time: 1.64
epoch 350:	pdl:1.16e+00 	 Rec:1.38e-01 	 Color:2.22e-01 	Time: 1.67
epoch 400:	pdl:1.15e+00 	 Rec:1.39e-01 	 Color:2.33e-01 	Time: 1.67
epoch 450:	pdl:1.03e+00 	 Rec:1.24e-01 	 Color:2.22e-01 	Time: 1.68
epoch 500:	pdl:1.04e+00 	 Rec:1.24e-01 	 Color:2.25e-01 	Time: 1.67
epoch 550:	pdl:1.00e+00 	 Rec:1.18e-01 	 Color:2.23e-01 	Time: 1.72
epoch 600:	pdl:9.94e-01 	 Rec:1.13e-01 	 Color:2.41e-01 	Time: 1.72
epoch 650:	pdl:1.05e+00 	 Rec:1.16e-01 	 Color:2.34e-01 	Time: 1.72
epoch 700:	pdl:9.74e-01 	 Rec:1.04e-01 	 Color:2.28e-01 	Time: 1.72
epoch 750:	pdl:9.07e-01 	 Rec:9.39e-02 	 Color:2.31e-01 	Time: 1.65
epoch 800:	pdl:8.84e-01 	 Rec:9.68e-02 	 Color:2.20e-01 	Time: 1.75
epoch 850:	pdl:9.83e-01 	 Rec:1.06e-01 	 Color:2.29e-01 	Time: 1.65
epoch 900:	pdl:8.22e-01 	 Rec:8.87e-02 	 Color:2.11e-01 	Time: 1.67
epoch 950:	pdl:9.03e-01 	 Rec:7.43e-02 	 Color:2.31e-01 	Time: 1.74
epoch 1000:	pdl:8.71e-01 	 Rec:7.52e-02 	 Color:2.36e-01 	Time: 1.71
epoch 1050:	pdl:9.07e-01 	 Rec:7.51e-02 	 Color:2.21e-01 	Time: 1.65
epoch 1100:	pdl:8.27e-01 	 Rec:7.56e-02 	 Color:2.21e-01 	Time: 1.72
epoch 1150:	pdl:8.76e-01 	 Rec:7.88e-02 	 Color:2.18e-01 	Time: 1.66
epoch 1200:	pdl:8.45e-01 	 Rec:6.80e-02 	 Color:2.27e-01 	Time: 1.74
epoch 1250:	pdl:8.88e-01 	 Rec:7.21e-02 	 Color:2.46e-01 	Time: 1.73
epoch 1300:	pdl:8.32e-01 	 Rec:7.02e-02 	 Color:2.15e-01 	Time: 1.69
epoch 1350:	pdl:9.00e-01 	 Rec:7.32e-02 	 Color:2.24e-01 	Time: 1.72
epoch 1400:	pdl:8.32e-01 	 Rec:5.30e-02 	 Color:2.25e-01 	Time: 1.72
epoch 1450:	pdl:8.45e-01 	 Rec:5.35e-02 	 Color:2.24e-01 	Time: 1.73
epoch 1500:	pdl:8.43e-01 	 Rec:6.20e-02 	 Color:2.17e-01 	Time: 1.69
epoch 1550:	pdl:8.07e-01 	 Rec:5.89e-02 	 Color:2.24e-01 	Time: 1.69
epoch 1600:	pdl:8.47e-01 	 Rec:5.01e-02 	 Color:2.13e-01 	Time: 1.72
epoch 1650:	pdl:8.51e-01 	 Rec:5.44e-02 	 Color:2.23e-01 	Time: 1.64
epoch 1700:	pdl:7.96e-01 	 Rec:5.00e-02 	 Color:2.18e-01 	Time: 1.74
epoch 1750:	pdl:8.45e-01 	 Rec:4.87e-02 	 Color:2.30e-01 	Time: 1.75
epoch 1800:	pdl:8.36e-01 	 Rec:5.34e-02 	 Color:2.24e-01 	Time: 1.64
epoch 1850:	pdl:8.18e-01 	 Rec:4.53e-02 	 Color:2.37e-01 	Time: 1.76
epoch 1900:	pdl:8.85e-01 	 Rec:5.07e-02 	 Color:2.34e-01 	Time: 1.73
epoch 1950:	pdl:8.36e-01 	 Rec:4.28e-02 	 Color:2.22e-01 	Time: 1.71
epoch 2000:	pdl:8.50e-01 	 Rec:4.21e-02 	 Color:2.24e-01 	Time: 1.71
epoch 2050:	pdl:8.92e-01 	 Rec:4.09e-02 	 Color:2.39e-01 	Time: 1.75
epoch 2100:	pdl:8.28e-01 	 Rec:4.71e-02 	 Color:2.27e-01 	Time: 1.73
epoch 2150:	pdl:8.48e-01 	 Rec:4.33e-02 	 Color:2.25e-01 	Time: 1.73
epoch 2200:	pdl:8.26e-01 	 Rec:4.02e-02 	 Color:2.09e-01 	Time: 1.70
