epoch 0:	pdl:1.70e+00 	 Rec:1.70e+00 	 Color:2.32e-01 	Time: 0.01
epoch 50:	pdl:1.21e+00 	 Rec:1.68e-01 	 Color:1.78e-01 	Time: 0.75
epoch 100:	pdl:1.10e+00 	 Rec:1.42e-01 	 Color:1.91e-01 	Time: 0.75
epoch 150:	pdl:1.04e+00 	 Rec:1.26e-01 	 Color:1.92e-01 	Time: 0.75
epoch 200:	pdl:1.07e+00 	 Rec:9.37e-02 	 Color:1.97e-01 	Time: 0.75
epoch 250:	pdl:1.04e+00 	 Rec:7.80e-02 	 Color:1.89e-01 	Time: 0.75
epoch 300:	pdl:1.00e+00 	 Rec:8.21e-02 	 Color:1.78e-01 	Time: 0.75
epoch 350:	pdl:9.60e-01 	 Rec:7.59e-02 	 Color:1.89e-01 	Time: 0.76
epoch 400:	pdl:9.54e-01 	 Rec:5.31e-02 	 Color:1.92e-01 	Time: 0.76
epoch 450:	pdl:9.79e-01 	 Rec:5.01e-02 	 Color:1.84e-01 	Time: 0.76
epoch 500:	pdl:9.70e-01 	 Rec:4.42e-02 	 Color:2.04e-01 	Time: 0.75
epoch 550:	pdl:9.11e-01 	 Rec:3.81e-02 	 Color:1.83e-01 	Time: 0.75
epoch 600:	pdl:9.47e-01 	 Rec:3.60e-02 	 Color:1.95e-01 	Time: 0.75
epoch 650:	pdl:9.06e-01 	 Rec:3.44e-02 	 Color:1.88e-01 	Time: 0.75
epoch 700:	pdl:9.75e-01 	 Rec:2.93e-02 	 Color:1.76e-01 	Time: 0.75
epoch 750:	pdl:9.40e-01 	 Rec:3.24e-02 	 Color:1.93e-01 	Time: 0.75
epoch 800:	pdl:9.20e-01 	 Rec:2.36e-02 	 Color:1.77e-01 	Time: 0.75
epoch 850:	pdl:9.60e-01 	 Rec:2.74e-02 	 Color:1.77e-01 	Time: 0.75
epoch 900:	pdl:9.33e-01 	 Rec:2.30e-02 	 Color:1.81e-01 	Time: 0.76
epoch 950:	pdl:9.88e-01 	 Rec:1.82e-02 	 Color:1.86e-01 	Time: 0.76
epoch 1000:	pdl:9.64e-01 	 Rec:1.82e-02 	 Color:2.02e-01 	Time: 0.75
epoch 1050:	pdl:1.05e+00 	 Rec:1.95e-02 	 Color:1.83e-01 	Time: 0.75
epoch 1100:	pdl:9.47e-01 	 Rec:2.06e-02 	 Color:1.88e-01 	Time: 0.75
epoch 1150:	pdl:9.49e-01 	 Rec:1.58e-02 	 Color:1.82e-01 	Time: 0.75
epoch 1200:	pdl:9.22e-01 	 Rec:2.18e-02 	 Color:1.88e-01 	Time: 0.75
epoch 1250:	pdl:9.35e-01 	 Rec:1.88e-02 	 Color:2.00e-01 	Time: 0.75
epoch 1300:	pdl:9.74e-01 	 Rec:1.41e-02 	 Color:1.96e-01 	Time: 0.75
epoch 1350:	pdl:9.15e-01 	 Rec:2.07e-02 	 Color:1.89e-01 	Time: 0.75
epoch 1400:	pdl:9.29e-01 	 Rec:1.82e-02 	 Color:1.83e-01 	Time: 0.75
epoch 1450:	pdl:9.37e-01 	 Rec:1.47e-02 	 Color:1.88e-01 	Time: 0.75
epoch 1500:	pdl:9.70e-01 	 Rec:1.40e-02 	 Color:1.96e-01 	Time: 0.75
epoch 1550:	pdl:9.40e-01 	 Rec:1.29e-02 	 Color:1.97e-01 	Time: 0.75
epoch 1600:	pdl:9.24e-01 	 Rec:1.70e-02 	 Color:1.84e-01 	Time: 0.76
epoch 1650:	pdl:9.46e-01 	 Rec:1.40e-02 	 Color:1.85e-01 	Time: 0.76
epoch 1700:	pdl:9.12e-01 	 Rec:1.08e-02 	 Color:1.84e-01 	Time: 0.75
epoch 1750:	pdl:9.29e-01 	 Rec:1.16e-02 	 Color:1.83e-01 	Time: 0.75
epoch 1800:	pdl:8.98e-01 	 Rec:1.29e-02 	 Color:1.80e-01 	Time: 0.75
epoch 1850:	pdl:9.48e-01 	 Rec:1.01e-02 	 Color:1.92e-01 	Time: 0.75
epoch 1900:	pdl:9.54e-01 	 Rec:1.25e-02 	 Color:1.91e-01 	Time: 0.75
epoch 1950:	pdl:1.01e+00 	 Rec:1.02e-02 	 Color:1.84e-01 	Time: 0.75
epoch 2000:	pdl:9.43e-01 	 Rec:1.21e-02 	 Color:1.97e-01 	Time: 0.74
epoch 2050:	pdl:9.28e-01 	 Rec:1.03e-02 	 Color:1.89e-01 	Time: 0.75
epoch 2100:	pdl:9.26e-01 	 Rec:1.02e-02 	 Color:1.86e-01 	Time: 0.75
epoch 2150:	pdl:1.00e+00 	 Rec:8.62e-03 	 Color:1.98e-01 	Time: 0.75
epoch 2200:	pdl:8.82e-01 	 Rec:1.28e-02 	 Color:1.69e-01 	Time: 0.75
epoch 2250:	pdl:8.88e-01 	 Rec:7.65e-03 	 Color:1.86e-01 	Time: 0.74
epoch 2300:	pdl:9.03e-01 	 Rec:1.21e-02 	 Color:1.80e-01 	Time: 0.74
epoch 2350:	pdl:8.90e-01 	 Rec:9.74e-03 	 Color:1.87e-01 	Time: 0.74
epoch 2400:	pdl:9.25e-01 	 Rec:1.30e-02 	 Color:1.97e-01 	Time: 0.74
epoch 2450:	pdl:9.20e-01 	 Rec:9.76e-03 	 Color:1.91e-01 	Time: 0.75
epoch 2500:	pdl:9.63e-01 	 Rec:9.80e-03 	 Color:1.92e-01 	Time: 0.74
epoch 2550:	pdl:9.26e-01 	 Rec:1.09e-02 	 Color:1.87e-01 	Time: 0.74
epoch 2600:	pdl:8.96e-01 	 Rec:8.72e-03 	 Color:1.76e-01 	Time: 0.74
epoch 2650:	pdl:9.01e-01 	 Rec:1.09e-02 	 Color:1.86e-01 	Time: 0.74
epoch 2700:	pdl:9.45e-01 	 Rec:7.19e-03 	 Color:1.91e-01 	Time: 0.74
epoch 2750:	pdl:9.62e-01 	 Rec:8.71e-03 	 Color:1.97e-01 	Time: 0.75
epoch 2800:	pdl:9.19e-01 	 Rec:7.88e-03 	 Color:1.88e-01 	Time: 0.76
epoch 2850:	pdl:9.17e-01 	 Rec:8.31e-03 	 Color:1.91e-01 	Time: 0.76
epoch 2900:	pdl:8.99e-01 	 Rec:6.06e-03 	 Color:1.96e-01 	Time: 0.75
epoch 2950:	pdl:9.48e-01 	 Rec:8.70e-03 	 Color:1.91e-01 	Time: 0.77
epoch 3000:	pdl:9.44e-01 	 Rec:7.44e-03 	 Color:1.99e-01 	Time: 0.74
epoch 3050:	pdl:9.16e-01 	 Rec:6.97e-03 	 Color:2.04e-01 	Time: 0.75
epoch 3100:	pdl:8.95e-01 	 Rec:6.94e-03 	 Color:1.86e-01 	Time: 0.77
epoch 3150:	pdl:9.27e-01 	 Rec:7.07e-03 	 Color:1.98e-01 	Time: 0.74
epoch 3200:	pdl:9.05e-01 	 Rec:8.23e-03 	 Color:1.82e-01 	Time: 0.74
epoch 3250:	pdl:9.21e-01 	 Rec:9.58e-03 	 Color:1.80e-01 	Time: 0.75
epoch 3300:	pdl:9.39e-01 	 Rec:6.67e-03 	 Color:1.97e-01 	Time: 0.75
epoch 3350:	pdl:9.21e-01 	 Rec:5.11e-03 	 Color:1.81e-01 	Time: 0.75
epoch 3400:	pdl:9.02e-01 	 Rec:6.43e-03 	 Color:1.78e-01 	Time: 0.75
epoch 3450:	pdl:8.58e-01 	 Rec:9.07e-03 	 Color:1.75e-01 	Time: 0.75
epoch 3500:	pdl:9.39e-01 	 Rec:9.29e-03 	 Color:1.80e-01 	Time: 0.75
epoch 3550:	pdl:9.43e-01 	 Rec:6.42e-03 	 Color:1.90e-01 	Time: 0.75
epoch 3600:	pdl:9.88e-01 	 Rec:9.50e-03 	 Color:1.87e-01 	Time: 0.75
epoch 3650:	pdl:9.05e-01 	 Rec:6.72e-03 	 Color:1.85e-01 	Time: 0.75
epoch 3700:	pdl:8.66e-01 	 Rec:5.91e-03 	 Color:1.86e-01 	Time: 0.75
epoch 3750:	pdl:8.88e-01 	 Rec:6.03e-03 	 Color:1.85e-01 	Time: 0.75
epoch 3800:	pdl:8.61e-01 	 Rec:4.63e-03 	 Color:1.77e-01 	Time: 0.75
epoch 3850:	pdl:8.96e-01 	 Rec:7.48e-03 	 Color:1.74e-01 	Time: 0.75
epoch 3900:	pdl:9.55e-01 	 Rec:1.33e-02 	 Color:2.02e-01 	Time: 0.75
epoch 3950:	pdl:9.19e-01 	 Rec:7.13e-03 	 Color:1.95e-01 	Time: 0.76
epoch 4000:	pdl:9.09e-01 	 Rec:5.32e-03 	 Color:1.91e-01 	Time: 0.75
